GEOID20_0KM,AREAID
370510034091102,11020448814
370510035013002,11020448814
370510035013004,11020448814
370510035013008,11020448814
370510035013010,11020448814
370510035013011,11020448814
370510035013012,11020448814
370510035013015,11020448814
370510035013016,11020448814
370510035013017,11020448814
370510035013018,11020448814
370510036012005,11020448814
370510036012008,11020448814
370510036021032,11020448814
370510036021034,11020448814
370510036021037,11020448814
370510036021042,11020448814
370510036021043,11020448814
370510036021044,11020448814
370510036021050,11020448814
370510036021053,11020448814
370510036021055,11020448814
370510036021058,11020448814
370510036021060,11020448814
370510036021062,11020448814
370510036021064,11020448814
370519801001000,11020448814
370519801001001,11020448814
370519801001003,11020448814
370519801001004,11020448814
370519801001005,11020448814
370519801001006,11020448814
370519801001007,11020448814
370519801001008,11020448814
370519801001009,11020448814
370519801001010,11020448814
370531102012002,1101226625839
370531102012009,1101226625839
370531102012010,1101226625839
515500212003018,1101226625839
370499612013000,110538231124
370499612012043,110538231124
370499612012042,110538231124
370499612012041,110538231124
370499612012040,110538231124
370499612012039,110538231124
370939801001034,110371819426
370939801001035,110371819426
370939801001036,110371819426
370939801001037,110371819426
370939801001038,110371819426
370939801001039,110371819426
370939801001040,110371819426
370939801001041,110371819426
370939801001042,110371819426
370939801001043,110371819426
370939801001044,110371819426
370939801001045,110371819426
370939801001047,110371819426
370939801001048,110371819426
370939801001050,110371819426
370939801001052,110371819426
370939801001053,110371819426
370939801001055,110371819426
370939801001056,110371819426
370939801001057,110371819426
370939801001058,110371819426
370939801001059,110371819426
370939801001060,110371819426
370939801001061,110371819426
370939801001062,110371819426
370939801001064,110371819426
370939801001065,110371819426
370939801001066,110371819426
370939801001067,110371819426
370939801001068,110371819426
370939801001070,110371819426
370939801001071,110371819426
370939801001072,110371819426
370939801001073,110371819426
370939801001074,110371819426
370939801001075,110371819426
370939801001076,110371819426
370939801001077,110371819426
370939801001078,110371819426
370939801001079,110371819426
370939801001080,110371819426
370939801001081,110371819426
370939801001082,110371819426
370939801001083,110371819426
370939801001084,110371819426
370939801001085,110371819426
370939801001086,110371819426
370939801001087,110371819426
370939801001088,110371819426
515500212003021,1101226625839
515500212003031,1101226625839
515500212003035,1101226625839
370559705011292,1102153172612
370559705011293,1102153172612
370559705011294,1102153172612
370559705011295,1102153172612
370559705011296,1102153172612
370559705011297,1102153172612
370559705011299,1102153172612
370559705011306,1102153172612
370559705011307,1102153172612
370559705011312,1102153172612
370559705011313,1102153172612
370559705011336,1102153172612
370559705011337,1102153172612
370559705011339,1102153172612
370559705011344,1102153172612
370559705011345,1102153172612
370559705011346,1102153172612
370559705011347,1102153172612
370559705011348,1102153172612
370559705011349,1102153172612
370559705011351,1102153172612
370559705011352,1102153172612
370559705011353,1102153172612
370559705011355,1102153172612
370559705011356,1102153172612
370559705011357,1102153172612
370559705011358,1102153172612
370559705011404,1102153172612
370559705011407,1102153172612
370559705011408,1102153172612
370559705011409,1102153172612
370559705011410,1102153172612
370559705011411,1102153172612
370559705011414,1102153172612
370559705011415,1102153172612
370559705011416,1102153172612
370559705011417,1102153172612
370559705011354,1102153172612
370559705011343,1102153172612
370559705011342,1102153172612
370559705011341,1102153172612
370559705011340,1102153172612
370559705011335,1102153172612
370559705011334,1102153172612
370559705011333,1102153172612
370559705011332,1102153172612
370559705011331,1102153172612
370559705011330,1102153172612
370519801001026,110371819426
370939801001069,110371819426
370519801001027,110371819426
370519801001028,110371819426
370939801001089,110371819426
370939801001090,110371819426
370939801001091,110371819426
370939801001092,110371819426
370939801001093,110371819426
370939801001094,110371819426
370939801001095,110371819426
370939801001096,110371819426
370939801001097,110371819426
370939801001098,110371819426
370939801001099,110371819426
370939801001100,110371819426
370939801001101,110371819426
370939801001102,110371819426
370939801001103,110371819426
370939801001104,110371819426
370939801001105,110371819426
370939801001107,110371819426
370939801001108,110371819426
370939801001109,110371819426
370939801001110,110371819426
370939801001111,110371819426
370939801001112,110371819426
370939801001113,110371819426
371259505051002,110371819426
371259505051003,110371819426
371259505051006,110371819426
371259505051007,110371819426
371259505051009,110371819426
371259505051010,110371819426
371259505051012,110371819426
371259505051014,110371819426
371259505051015,110371819426
371259505051021,110371819426
371259505051022,110371819426
371259505051026,110371819426
371259505051027,110371819426
371259505051029,110371819426
371259505051031,110371819426
371259505072077,110371819426
371259505072078,110371819426
